ISIN,NAME,x1999,x2000,x2001,x2002,x2003,x2004,x2005,x2006,x2007,x2008,x2009,x2010,x2011,x2012,x2013,x2014,x2015,x2016,x2017,x2018,x2019,x2020,x2021,x2022
FI0009007884,ELISA,,,,0,0,15.22,0,1.29,20.56,34.2,32.48,34.66,50.8,46.05,50.2,46.6,65.13,60.59,62.15,63.08,65.57,59.19,63.49,56.3
FI0009013296,NESTE,,,,,,,0,13.68,57.72,63.14,68.82,66.9,89.57,73.75,72.8,71.7,71.5,73.15,71.56,70.27,68.62,73.2,72.58,71.59
FI0009013403,KONE B,,,,25.34,20.34,0,0,0,9.62,38.38,55.83,49.72,65.75,65.29,63.64,63.56,67.17,66.44,67.74,69.86,70.78,71.85,69.89,68.95
FI0009013429,CARGOTEC B,,,,,,,29.39,0,21.56,50.42,46.23,51.93,48.19,69.11,72.41,70.52,75.43,76.74,80.56,86.39,86.46,87.5,86.12,85.88
FI0009800643,YIT,,,,13.89,17.16,3.97,0,0,4.3,16.9,33.01,42.57,62.39,66.07,66.48,42.58,51.18,51.01,56.74,64.18,66.53,72.76,68.84,72.15
FI4000297767,NORDEA BANK,,,,,,,59.52,57.99,44.99,71.31,70.45,72.87,83.19,83.17,84.92,85.87,87.77,84.29,85.08,76.02,75.64,73.03,74.23,72.66
FI4000440664,NELES DEAD - DELIST.01/04/22,,,,27.76,28.88,66.7,31.14,31.67,60.23,76.4,78.56,78.17,77.73,56.77,57.04,68.11,82.5,62.83,63.67,70.08,51.4,51.81,88.48,
FR0000035081,ICADE REIT,,,,,,,,0,26.52,37.67,35.89,49.58,63.61,68.61,46.66,67.87,77.68,95.46,95.52,95.33,94.64,94.17,92.72,91.64
FR0000039109,SECHE ENVIRONNEMENT,,,,,,5.69,25.19,26.98,77.46,69.9,68.27,27.11,26.73,37.05,38.82,39.32,44.93,65.75,62.86,59.3,66.99,51.13,57.13,51.27
FR0000044448,NEXANS,,,,,,19.85,12.08,21,31.25,44.48,49.83,44.69,75.66,71.28,69.46,65.35,70.94,75.19,77.46,82.48,92.07,85.35,85.63,82.43
FR0000045072,CREDIT AGRICOLE,,,,66.01,59.73,39.9,83.77,82.04,92.53,87.52,92.66,92.65,90.73,91.16,90.65,91.3,93.39,92.91,94.11,93.29,95.41,95.08,94.98,
FR0000051732,ATOS,,,,,,,0,0,24.61,27.64,54.48,48.6,47.05,47.33,45.19,44.47,44.05,42.17,71.07,72.33,72.39,73.79,75.52,
FR0000052292,HERMES INTL.,,,,,,,11.72,10.75,36.64,38.54,32.85,40.56,40.39,40.84,40.93,38.82,52.37,55.97,52.52,52.42,54.65,66.92,71.25,71.79
FR0000053225,M6-METROPOLE TV,,,,,,24.81,30.75,33.15,32.47,32.75,34.53,37.29,38.32,35.39,40.6,37.7,38.63,58.98,58.01,61.88,54.44,53.41,46.19,51.16
FR0000054470,UBISOFT ENTERTAINMENT CAT A,,,,,,,,,19.06,34.02,31.98,36.71,33.4,63.33,64.21,63,64.18,40.9,41,44.63,47.37,48.44,47.3,44.03
FR0000054900,TF1 (TV.FSE.1),,,,13.75,19.17,22.14,42,37.35,63,74.24,53.2,49.65,68.98,73.99,76.21,79.55,77.93,80.94,79.48,81.9,82.75,82.29,82.23,81.87
FR0000064578,COVIVIO,,,,,,0,0,0,58.43,58.03,59.24,88.44,96.17,92.58,89.36,93.53,92.6,92.63,97.38,97.08,97.28,97.51,96.97,
FR0000073272,SAFRAN,,,,6.06,34.16,35.91,45.45,30.35,33.97,48.65,48.3,47.12,58.81,51.11,46.41,46.4,41.78,44.55,58.51,55.99,57.55,59.41,57.06,66.45
FR0000077919,JCDECAUX,,,,,,5,14.25,37.75,56.86,46.63,42.63,53.11,51,74.42,76.62,77.97,78.35,79.26,81.4,80.7,79.92,78.48,81.19,82.77
FR0000120073,L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN.,,,,,,,70.89,45.75,41.81,63.11,73.16,74.02,64.72,62.64,62.36,63.71,56.37,52.85,55.2,55.35,53.47,50.28,47.32,72.9
FR0000120172,CARREFOUR,,,,41.41,16.96,23.89,2.5,30.64,92.99,91.4,92.8,93.66,92.4,92.66,92.86,76.33,78.82,82.39,87.7,84.11,90.1,91.6,91.87,86.33
FR0000120222,CNP ASSURANCES DEAD - DELIST.20/06/22,,,,,,,35.73,43.01,73.29,79.84,82.7,78.61,79.16,79.36,80.31,81.86,77.45,79.9,79.15,79.45,77.01,90.86,90.06,
FR0000120271,TOTALENERGIES,,,,48.33,53.36,58.87,62.93,65.03,91.32,87.94,87.83,88.67,90.02,90.12,91.51,93.05,93.1,93.6,92.12,92.17,92.31,92.43,91.18,90.55
FR0000120321,L'OREAL,,,,39.72,48.13,34.02,64.17,59.42,66.53,81.67,82.79,84.32,80.34,81.33,76.15,78.87,93.29,81.26,72.45,75.2,76.85,75.01,78.55,81.65
FR0000120404,ACCOR,,,,27.94,54.63,81.48,87.99,92.3,83.52,80.9,79.74,83,87.08,87.23,83.69,91.02,90.06,88.18,79.04,74.65,75.54,79.58,77.17,74.18
FR0000120503,BOUYGUES,,,,19.05,29.07,32.67,51.31,30.42,41.23,57.36,81.12,84.73,48.61,51.67,46.49,47.09,66.67,59.41,64.42,61.32,60.29,64.43,70.31,69.63
FR0000120560,QUADIENT,,,,0,0,16.56,21.43,13.49,14.28,7.41,26.23,18.46,14.2,19.37,18.29,23.53,21.3,18.83,63.76,66.38,68.89,68.18,70.82,75.07
FR0000120578,SANOFI,,,,36.77,30.08,48.77,66.41,32.59,60.76,66.97,69.97,69.9,83.84,87.87,88.33,84.38,85.18,84.28,84.8,83.12,84.53,85.76,92.39,93.92
FR0000120628,AXA,,,,81.71,53.92,51.67,58.55,81.01,98.37,95.71,94.21,90.82,91.65,87.6,84.36,84.89,83.59,84.36,81.97,53.55,53.26,53.38,52.71,54.41
FR0000120644,DANONE,,,,,,,81.84,81.07,83.72,83.51,95.14,94.23,95.6,89.69,90.8,92.62,92.78,92.33,93.23,90.9,91.25,90.35,86.4,86.17
FR0000120693,PERNOD-RICARD,,,,26.74,24.54,58.38,16.05,27.28,25.35,46.4,73.85,70.63,74.53,79.72,80.64,80.74,83.52,83.52,84.64,82.83,81.91,82.84,82.97,80.79
FR0000120859,IMERYS,,,,,,,23.92,44.96,80.63,83.67,89.17,89.5,73.71,73.42,74.32,78.93,79,87.77,91.89,90.11,89.03,87.12,86.7,86.24
FR0000120966,BIC,,,,,,,12.38,51.83,49.12,67.22,69.97,72.75,79.89,79.47,80.26,79.71,80.96,79.65,79.42,77.68,80,78.17,75.37,75.6
FR0000121014,LVMH,,,,55.26,52.63,58.65,60.02,60.43,61.34,61.73,89.5,83.93,85.94,84.53,84.95,82.33,83.01,79.34,80.29,76.15,92.1,91.48,89.09,91
FR0000121121,EURAZEO,,,,,,26.48,26.3,26.68,21.9,68.16,68.16,62.07,66.61,37.77,41.08,43.14,47.67,55.09,57.48,43.33,43.59,42.56,42.3,42.01
FR0000121204,WENDEL,,,,,,0,0,0,6.11,3.95,8.18,30.18,26.92,28.2,36.85,54.58,54.03,72.61,85.24,85.87,88.51,77.03,82.25,81.49
FR0000121220,SODEXO,,,,24.57,25.37,35.19,37.36,72.48,82.97,81.96,72.97,74.39,89.03,85.47,69.58,74.55,86.89,88.02,84.48,78.77,73.12,76.54,79.74,79.61
FR0000121329,THALES,,,,32.77,6.06,13.18,14.55,15.37,48.36,69.64,80.95,82.59,62.78,59.17,64.5,57.62,58.2,61.01,64.56,63.99,63.42,65.28,65.94,67.63
FR0000121485,KERING,,,,42.78,57.73,67.45,69.01,92.97,96.82,96.54,97.24,97.16,98.26,98.46,98.14,97.23,97.17,96.49,96.06,95.56,95.45,96.43,95.59,96.18
FR0000121667,ESSILORLUXOTTICA,,,,17.11,31.58,20.3,32,33.79,28.73,41.53,38.79,38.79,48.8,44.93,48.39,46.09,48.14,56.44,66.27,69.12,67.32,62.75,64.43,70.69
FR0000121964,KLEPIERRE REIT,,,,33.71,14.29,45.71,48.94,21.98,55.3,61.31,72.1,71.85,86.58,78.4,79.33,87.76,88.69,86.68,84.89,87.58,89.46,87,84.04,79.44
FR0000121972,SCHNEIDER ELECTRIC,,,,20.32,43.85,24.28,58.01,61.27,90.12,82.55,78.93,77.17,57.1,55.22,58.09,57.59,60.64,59.47,59.11,64.62,67.47,69.45,68.32,68.99
FR0000124141,VEOLIA ENVIRON,,,,51.47,21.18,44.12,60.03,55.59,52.94,85.85,89.83,83.73,95.16,94.99,95.31,79.19,78.7,78.45,80.82,78.15,87.02,79.8,80.71,82.17
FR0000125007,SAINT GOBAIN,,,,49.13,43.3,49.13,54.25,49.02,92.08,93.91,92.87,96.05,95.93,95.39,95.39,94.85,95.53,95.63,94.74,95.09,95.35,95.84,96.16,
FR0000125338,CAPGEMINI,,,,0,0,3.33,16.53,32.13,45.76,78.68,79.87,75.57,80.41,73.52,73.16,75.11,77.08,78.41,76.09,75.9,77.53,77.95,78.01,78.39
FR0000125486,VINCI,,,,53.57,10.42,23.02,69.78,61.6,78.65,62.46,86.64,88.6,86.21,83.42,85.35,90.99,90.55,91.3,92.13,91.56,91.22,94.33,94.38,94.44
FR0000125585,CASINO GUICHARD-P,,,,,,,76.05,34.35,58.19,71.66,64.79,66.04,61.99,74.95,76.03,72.61,71.16,83.1,72.6,77.68,74.97,76.08,75.72,81.75
FR0000127771,VIVENDI,,,,49.46,31.31,30.71,42.5,57.85,63.67,65.66,83.83,82.73,82.75,77.31,73.83,71.62,71.19,73.03,74.61,76.6,81.8,80.44,79.62,80.74
FR0000130213,LAGARDERE GROUPE,,,,,,0,8.25,8.25,47.94,50.66,50.28,43.31,58.72,59.46,60.78,56.68,52.65,55.15,67.55,69.55,65.77,65.51,71.28,71.79
FR0000130403,CHRISTIAN DIOR,,,,,,40.6,47.47,44.04,49.05,54.07,51.21,48.58,55.7,47.73,43.17,46.56,45.38,48.11,57.33,72.34,80.54,79.14,90.34,90.03
FR0000130452,EIFFAGE,,,,,,18.65,20.46,16.67,68.6,72.45,59.32,92.29,88.95,95.64,96.77,97.3,96.27,96.53,97.14,96.87,96.42,96.76,96.28,95.52
FR0000130577,PUBLICIS GROUPE,,,,0,0,26.81,0,0,17.91,20.21,50,42.27,46.91,33.86,36.55,39.63,46.98,53.88,61.35,62.59,65.3,65.56,65.54,64.93
FR0000130809,SOCIETE GENERALE,,,,27.08,73.98,43.07,88.98,92.64,87.15,83.81,94.35,96.35,94.33,94.3,93.44,94.31,95.08,94.91,95.88,96.62,96.45,93.89,95.06,94.27
FR0000131104,BNP PARIBAS,,,,36.73,57.54,30.67,42.12,82.49,85.93,85.69,92.73,94.22,92.23,93.37,94.25,95.33,95.88,93.41,96.37,95.45,95.4,94.49,94.6,
FR0000131757,ERAMET,,,,,,,,,32.81,53.84,55.75,77.62,77.4,84.5,83.18,84.03,84.15,83.07,81.58,91.3,92.31,91.6,93.26,88.72
FR0000131906,RENAULT,,,,48.6,30.9,69.36,88.58,85.74,90.69,88.04,92.07,87.81,90.48,88.49,90.3,93.25,91.57,94.07,97.11,97.57,96.84,93.8,95.42,95.58
FR0000133308,ORANGE,,,,61.2,54.68,78.04,79.39,75.74,78.38,75.32,87.81,81.72,81.95,83.45,85.42,85.66,85,82.98,87.21,85.41,84.95,84.42,84.24,80.49
FR0010040865,GECINA,,,,43.45,35,24.29,57.7,47.71,56.13,64.34,64.54,76.81,82.23,86.08,92.78,91.67,92.19,92.88,92.96,90.72,89.9,90.1,89.03,95.59
FR0010220475,ALSTOM,,,,15.67,16.37,10.49,71.93,71.35,42.45,83.14,85.98,90.55,88.87,93.44,94.6,93.07,94.02,95.69,96.14,96.49,96.95,98.95,98.97,98.37
FR0010221234,EUTELSAT COMMUNICATIONS,,,,,,,,,0,0,0,0,0,16.19,18.46,23.58,24.84,36.37,42.8,42.11,38.74,42.26,43.4,50.66
FR0010242511,EDF DEAD - DELIST.08/06/23,,,,,,,91.58,88.32,66.77,50.28,54.26,69.03,74.13,74.13,83.32,73.24,72.7,79.08,80.48,80.68,84.09,95.23,,
FR0010307819,LEGRAND,,,,,,,,27.79,53.37,46.28,44.7,45.83,41.74,43.28,46.14,47.77,52,80.41,81.1,82.02,83.63,84.78,85.43,85.17
FR0010313833,ARKEMA,,,,,,,,,19.96,32.29,32.26,27.99,30.64,70.57,73.68,73.99,90.99,91.96,93.06,89.41,90.34,91.37,91.48,91.36
FR0010340141,ADP,,,,,,10.89,58.22,57.26,79.04,63.96,71.48,64.57,70.15,79.6,83.89,84.67,80.09,82.61,80.16,82.17,85.91,78.49,75.09,75.65
FR0010411983,SCOR SE,,,,28.38,28.42,28.33,27.21,35.15,42.09,48.7,43.32,46.8,53.43,48.94,50.65,48.29,53.42,53.53,82.64,74.69,74.34,66.13,70.7,70.64
FR0010533075,GETLINK,,,,,,,,,47.48,50.93,54.77,62.6,62.16,74.16,70.68,74.26,75.47,77.27,75.92,81.58,75.62,76.36,82.94,86.44
FR0013280286,BIOMERIEUX,,,,,,,,,43.52,46.87,48.7,44.93,61.85,62.55,65.04,69.46,67.05,70.1,72.94,78.99,79.22,78.85,79.1,78.63
FR0013326246,UNIBAIL RODAMCO WE STAPLED UNITS,,,,,,,0,5.27,71.2,85.64,89.76,89.12,95.6,90.01,92.33,91.71,89.74,84.77,87.73,86.54,87.01,88.39,88.39,87.79
FR0013505062,VANTIVA,,,,38.75,46.55,20.43,42.5,31.25,41.51,59.65,73.99,69.21,80.82,79.09,75.56,77.85,72.95,73.09,72.81,75.4,71.41,75.88,74.67,76.1
FR0013506730,VALLOUREC,,,,,,22.17,20.56,24.25,69.49,77.08,78.46,82.8,86.17,95.98,94.91,93.23,86.9,86.88,88.56,89.15,88.87,88.77,87.29,88.18
FR00140006O9,SOLOCAL GROUP,,,,,,,12.28,0,0,2.18,10.63,13.57,25.47,28.44,27.79,32.38,35.6,40.35,40.52,39.53,39.87,39.38,36.82,38.28
FR0014003TT8,DASSAULT SYSTEMES,,,,0,0,0,0,0,24.13,60.65,65.67,72.74,74.28,72.88,77.01,72.93,77.02,78.45,75.41,68.52,74.69,76.86,76.58,76.44
FR001400AJ45,MICHELIN,,,,22.74,7.89,17.1,19.55,14.86,62.97,52.83,52.86,51.81,51.25,49.48,56.34,60.53,65.19,64.68,68.04,69.22,78.79,83.66,83.53,81.27
GB0000163088,SPEEDY HIRE,,,,,,0,0,17.91,9.5,20.03,33.28,74.66,71.3,74.46,83.97,73.33,52.01,31.55,35.35,34.02,35.18,48.45,69.68,67.02
GB0000456144,ANTOFAGASTA,,,,,,8.02,0,0,28.69,64.68,56.15,64.04,62.14,68.43,67.04,57.57,62.58,63.51,64.1,70.49,70.49,67.47,68.3,74.49
GB0000536739,ASHTEAD GROUP,,,,,,0,0,1.22,0,5.03,3.78,4.84,4.53,10.52,13.47,15.56,35.49,26.06,23.7,27.37,30.64,29.61,33,34.81
GB0000811801,BARRATT DEVELOPMENTS,,,,17.63,5.98,31.17,37.33,22.24,45.71,49.11,61.17,56.34,31.22,30.51,42.54,50.69,50.68,49.42,45.11,43.25,49.69,51.31,87.97,86.78
GB0000904986,BELLWAY,,,,35.84,31.91,23.75,39.37,37.99,26.44,31.2,37.14,24.08,21.7,37.86,34.44,39.19,35.68,38.25,41.91,44.29,51.48,54,54.34,52.33
GB0000961622,BALFOUR BEATTY,,,,52.78,35.62,40.61,43.98,48.48,52.53,88.27,81.94,84.29,84.96,76,75.37,47.07,66.7,66.27,69.49,69.33,72.03,70.92,76.97,78.33
GB0001367019,BRITISH LAND,,,,67.84,62.14,70.36,57.62,75.41,74.72,82.8,85.8,79.39,78.85,74.82,73.64,78.18,83.83,91.57,94.49,92.26,93.53,89.2,91.91,90.46
GB0001638955,WETHERSPOON (JD),,,,,,12.96,27.36,26,38.31,37.1,28.7,47.84,59.97,44.39,45.86,25.69,25.12,34.79,38.51,38.59,42.08,49.74,60.1,56.6
GB0001859296,VISTRY GROUP,,,,0,33.33,81.46,47.75,5.42,56.18,80.66,60.92,54.74,56.8,49.9,39.84,47.77,44.46,38.62,41.19,39.99,42.15,48.22,45.02,
GB0002148343,RATHBONES GROUP,,,,,,31.24,35.19,39.16,45.74,46.95,46.96,68.85,62.39,67.53,69.31,71.21,72.7,69.68,72.36,59.71,66.8,64.29,63.87,63.64
GB0002374006,DIAGEO,,,,,,,81.68,85.3,88.37,86.74,93.64,91.07,85.49,86.88,92.08,83.6,85.55,82.68,73.51,91.21,88.95,87.94,86.03,77.83
GB0002634946,BAE SYSTEMS,,,,57.01,51.1,43.18,34.55,35.52,30.63,59.51,65.64,66.68,71.07,63.69,56.59,51.93,65.94,57.07,62.87,62.75,63.77,73.56,68.88,79.98
GB0002652740,DERWENT LONDON,,,,,,0,34.29,22.83,54.29,60.02,76.31,80.68,70.38,83.02,86.39,63.57,74.04,74.65,72.68,77.33,81.49,78.5,72.84,74.75
GB0002869419,BIG YELLOW GROUP,,,,,,0,0,0,38.8,55.6,74.34,81.98,85.19,86.01,87.6,87.22,83.85,96,94.31,92.99,95.99,93.29,92.57,83.89
GB0002875804,BRITISH AMERICAN TOBACCO,,,,67.53,72.65,82.64,74.6,76.62,86.82,86.4,86.83,84.85,85.23,84.58,86.42,84.24,84.04,83.94,79.89,85.37,93,95.64,94.3,72.44
GB0003096442,RS GROUP,,,,,,,0,24.25,30.18,29.26,42.79,41.76,48.23,46.62,49.36,43.25,31.55,41.07,38.65,47.8,54.05,63.34,70.44,64.82
GB0003308607,SPECTRIS,,,,,,11.11,4.17,28.31,41.11,45.41,44.33,46.21,45.11,58.58,58.39,64.85,64.98,67.07,58.66,52.91,56.25,58.22,57.16,55.4
GB0003452173,FIRST GROUP,,,,,,,10.32,45.37,66.94,67.16,65.66,67.72,65.44,70.89,61.59,74.12,65.92,59.58,52.46,62.99,74.01,73.86,79.26,78.89
GB0003753778,GO-AHEAD GROUP DEAD - DELIST.11/10/22,,,,,,0,0,5.99,56.87,36.21,44.6,55.76,54.65,61.94,54.07,49.96,67.39,61.3,60.99,58.42,55.45,,,
GB0004052071,HALMA,,,,,,3.92,3.9,5.05,38.67,37.71,37.9,35.84,33.88,34.71,34.54,36.55,34.92,44.33,37.8,37.84,40.23,48.06,49.64,47.07
GB0004082847,STANDARD CHARTERED,,,,,,76.8,83.34,73.33,70.78,84.68,81.24,90.48,89.39,75.51,76.03,75.01,90.52,78.52,86.04,87.79,85.41,83.43,83.27,80.42
GB0004161021,HAYS,,,,,,,10,22.36,34.43,36.02,34.55,41.53,35.64,40.07,42.79,35.45,34.61,33.74,36.64,35.97,44.59,36.76,38.14,40.18
GB0004170089,HEADLAM GROUP,,,,,,11.25,2.25,8.44,16.13,6.52,4.72,12.89,7.92,14.5,10.04,6.08,14.38,11.84,9.67,11.65,19.23,20.61,25.74,27.33
GB0004478896,HUNTING,,,,,,0,0,0,0,0,0,12.22,24.53,27,16.14,10.26,14.74,15.04,43.03,35.22,43.27,35.63,35.65,
GB0004544929,IMPERIAL BRANDS,,,,,,,81.76,82.77,86.72,85.58,86.25,89.39,85.7,88.32,90.56,90.86,84.76,84.32,82.75,78.71,78.06,79.47,80.75,86
GB0004657408,MITIE GROUP,,,,,,0,2.38,24,44.34,59.08,70.04,90.39,85.48,86.13,86.29,82.2,85.12,87.56,85.61,82.93,92.33,91.87,92.58,91.74
GB0004726096,SPIRENT COMMUNICATIONS,,,,,,0,0,0,11.03,3.15,4.9,14.95,11.57,19.07,22.75,71.5,75.95,70.28,73.33,77.13,80.15,82.53,77.67,75.7
GB0004866223,KELLER,,,,,,0,0,0,1.9,34.78,21.18,20.67,17.46,21.88,22.05,23.36,5.96,8.81,6.9,6.15,15.91,22.78,24.24,38.71
GB0004915632,KIER GROUP,,,,,,9.52,19.05,16.74,33.76,59.49,34.95,40.03,37.03,45.94,51.95,48.86,52.39,49.94,58.03,54.77,63.28,64.97,61.36,62.57
GB0005405286,HSBC HOLDINGS,,,,34.67,77.13,73.58,89.3,84.24,95.5,91.82,85.71,87.76,87.14,91.68,92.26,95.33,96.08,96.22,96.32,88.81,88.67,85.8,85.85,82.46
GB0005576813,HOWDEN JOINERY GP.,,,,,,,20.31,11.65,12.34,12.86,25.01,25.45,31.4,30.17,30.28,30.81,50.4,57.72,57.33,56.28,61.13,63.61,52.44,55.98
GB0005603997,LEGAL & GENERAL,,,,,,,64.52,67.91,89.66,86.58,88.97,86.13,84.26,80.13,79.59,81.23,80.77,91.1,90.35,69.18,74.09,78.54,79.4,90.51
GB0005758098,MEGGITT DEAD - DELIST.14/09/22,,,,25.95,15.15,0,0,47.46,23.19,41.47,30.57,33.29,29.89,31.17,34.73,33.02,36.05,34.62,39.47,49.88,48.34,54.81,,
GB0006027295,MORGAN ADVANCED MRA.,,,,,,36.82,32.92,35.28,14.9,37.06,35.66,39.73,37.89,34.95,35.66,37.87,44.95,66.49,82.24,74.28,75.54,68.12,70.45,67.39
GB0006215205,MOBICO GROUP,,,,49.75,43.56,23.28,35.93,29.15,24.08,38.66,36.9,19.84,22.81,36.82,37.15,60.62,56.89,55.49,41.85,38.9,44.01,53.29,49.25,48.36
GB0006731235,ASSOCIATED BRIT.FOODS,,,,,,37.52,20.31,1.99,28.04,50.71,62.5,65.95,56.19,68.51,71.22,83.29,80.6,83.84,88.27,87.25,92.44,92.94,92.97,
GB0006776081,PEARSON,,,,65.89,67.26,59.95,23.5,62.05,64.93,64.65,63.64,67.76,66.24,65.43,65.91,62.48,78.1,82.4,81.27,81.61,79.16,82.39,79.47,79.5
GB0006825383,PERSIMMON,,,,0,0,0,14.69,37.23,66.66,62.82,61.15,53.37,52.64,54.02,43.23,44.5,72.45,75.77,76.36,77.01,72.01,73.58,71,70.75
GB0006886666,EUROMONEY INSTL.INVESTOR DEAD - DELIST.25/11/22,,,,,,0,0,0,28.31,18.74,28.72,32.49,31.6,33.1,26.61,23.03,26.94,22.28,29.03,40.99,40.91,40.78,46.41,
GB0006928617,UNITE GROUP,,,,,,11.43,8.47,10.14,13.1,24.31,25.58,31.22,43.44,43.53,41.68,52.88,64.99,63.49,63.86,63.08,60.74,58.77,64.24,
GB0007099541,PRUDENTIAL,,,,,,,62.09,56.02,53.8,85.17,81.46,79.81,77.01,77.75,77.64,79.26,78.73,80.04,76.43,36.77,36.22,33.5,84.77,79.69
GB0007188757,RIO TINTO,,,,,,84.73,73.41,83.98,79.48,80.23,83.13,87.47,82.59,74.13,80.1,81.07,79.62,77.86,80.51,78.68,82.08,77.33,78.5,69.17
GB0007323586,RENISHAW,,,,,,3.29,7.66,2.64,6.62,22.25,21.88,37.93,34.02,18.23,21.82,25.56,32.28,29.51,45.64,51.98,54.06,54.11,52.44,51.24
GB0007594764,RPS GROUP DEAD - DELIST.24/01/23,,,,,,14.81,7.14,6.5,28.48,43.41,42.17,56.45,57.95,45.85,48.27,46.83,52.64,69.6,69.17,68.78,75.61,76.25,68.67,
GB0007668071,CLOSE BROTHERS GROUP,,,,27.08,24.6,25.81,25.56,23.63,18.32,26.13,25.55,25.54,24.66,21.89,23.83,25.44,58.11,59.64,62.99,49.57,57.24,78.22,79.03,74.58
GB0007669376,ST.JAMES'S PLACE ORD,,,,,,71.71,74.07,73.11,81.45,79.22,78.81,72.4,71.91,51.66,49.33,44.35,34.16,39.16,60.82,40.54,43.85,43.75,47.86,37.91
GB0007908733,SSE,,,,29.75,37.59,40.58,48.74,63.68,68.44,84.31,79.14,79.27,64.05,52.93,49.2,55.11,64.07,59.13,55.2,67.53,62.77,76.03,90.33,90.6
GB0007973794,SERCO GROUP,,,,23.02,38.62,25.4,30.82,39.62,53.59,63.02,67.51,63.72,75.39,66.25,64.63,34.72,40.13,45.39,38.86,33.1,37.48,35.05,53.57,57.82
GB0007980591,BP,,,,25.62,46.47,55.65,65.68,69.76,86.83,80.7,77.56,77.25,80.33,82.74,83.8,79.4,80.63,78.74,84.53,85.25,80.24,80.26,90.02,89.73
GB0008025412,SIG,,,,,,15.59,22.69,17.9,37.9,38.96,48.08,49.13,52.78,53.33,51.73,51.86,53.32,55.54,55.94,56.72,58.82,56.68,57.65,59.85
GB0008085614,MORGAN SINDALL GROUP,,,,,,18.12,10.04,3.33,17.28,22.56,35.21,43.59,52.97,50.35,50.87,46.22,50.08,47.41,49.68,62.38,65.44,80.84,82.23,
GB0008220112,SMITH (DS),,,,,,23.91,5.04,35.13,59.27,53.4,58.82,48.01,62.29,51.62,49.25,49.81,45.92,72.13,69.64,74.65,78.78,84.05,84.75,19.75
GB0008706128,LLOYDS BANKING GROUP,,,,35.39,46.33,86.54,49.32,42.98,78.32,75.21,92.48,88.74,86.95,89.77,92.16,92.7,93.74,93.97,94.5,87.37,87.81,84.64,86.37,95.81
GB0008782301,TAYLOR WIMPEY,,,,76.8,72.22,58.02,8.81,36.11,57.9,71.76,25.56,24.76,68.5,69.75,71.65,76.14,78.96,82.54,84.73,83.3,76.96,58.83,59.09,59.8
GB0009123323,ULTRA ELECTRONICS DEAD - DELIST.02/08/22,,,,,,0,0,8.33,4.71,3.25,1.82,20.29,23.79,25.32,26.86,23.73,26.82,21.36,25.84,31.39,31.38,46.1,48.03,
GB0009223206,SMITH & NEPHEW,,,,14.63,44.48,30.65,38.13,32.95,44.33,45.66,43.37,45.46,53.23,48.95,48.48,28.72,33.25,35.64,40.18,45.8,47.19,45.62,42.86,43.11
GB0009292243,VICTREX,,,,,,14.43,37.8,33.08,29.25,15.08,16.52,23.55,22.65,26.7,27.38,31.47,25.59,30.89,19.58,21.71,24.22,30.96,29.19,28.96
GB0009465807,WEIR GROUP,,,,,,0,0,1.97,4.58,15.43,8.77,28.07,25.38,60.09,59.95,57.65,64.36,68.44,72.87,76.3,78.26,76.35,72.67,73.72
GB0009697037,BABCOCK INTERNATIONAL,,,,,,0,15.52,3.53,8.47,26.02,32.09,33.05,28.02,26.51,29,22.63,25.18,26.97,28.55,31.23,40.06,49.51,55.23,59.07
GB0009895292,ASTRAZENECA,,,,24.72,39.97,42.9,47.66,61.67,73.94,79.56,88.79,91.66,88.57,93.07,91.44,90.63,91.59,91.29,91.45,91.32,91.95,92.91,93.42,93.27
GB0030232317,PAGEGROUP,,,,,,0,26.83,21.91,14.4,14.23,11.05,22.4,24.87,1.23,11.1,15.25,28.76,13.96,13.75,13.75,24.15,36.24,28.62,30.34
GB0030329360,WINCANTON,,,,,,32.52,4.37,5.28,24.76,10.77,42.94,52.54,52.45,46.11,45.95,47.45,44.79,46.25,11.81,13.2,24.88,28.91,27.84,39.52
GB0030913577,BT GROUP,,,,,,,44.69,61.71,62.58,72.15,62.77,82.54,77.58,79.06,81.83,81.16,83.76,82.68,80.19,77.95,74.79,78.02,82.51,84.05
GB0031274896,MARKS & SPENCER GROUP,,,,36.11,29.85,59.98,82.01,53.31,87.13,94.26,94.66,96.35,95.54,97.12,95.7,96.56,96.36,95.74,84.01,83.92,83.47,80.62,78.66,65.67
GB0031348658,BARCLAYS,,,,55.21,76.91,88.71,87.88,83.38,95.2,90.25,90,82.68,81.56,78.56,79.57,79.25,82.83,76.46,78.7,89.7,93.47,93.26,93.16,93.57
GB0031638363,INTERTEK GROUP,,,,0,11.11,0,0,0,2.36,40.77,31.45,58.38,58.26,66.21,70.5,75.05,67.04,65.35,65.05,64.12,69.99,70.45,68.9,65.9
GB0031743007,BURBERRY GROUP,,,,,,,16.67,11.69,41.94,46.93,51.05,56.95,56.57,57.74,54.31,57.79,60.35,55.29,57.4,60.57,60.79,69.29,88.81,90.96
GB0032089863,NEXT,,,,0,1.67,44.67,29.66,50.86,49.56,64.19,73.16,78.61,80.69,66.55,65.74,68.42,69.2,70.86,63.36,63.22,69.19,85.94,83.61,83.5
